37.8073,35.9792,34.6877,34.1203,33.9281,34.0306,34.0971,34.1623,34.2275,34.2954,34.362,34.4138,34.4612,34.5009,34.5252,34.5409,34.5238,34.4789,34.4076,34.3136,34.2167,34.1134,34.0,33.8802,33.7601,33.6174,33.473,33.3396,33.1833,33.0601,32.9295,32.8056,32.6817,32.5596,32.4518,32.367,32.2757,32.1958,32.1184,32.0457,31.9649,31.8793,31.8009,31.7332,31.6548,31.5897,31.5242,31.4652,31.4305,31.4155,31.4393,31.4626,31.4931,31.5434,31.6133,31.6886,31.7726,31.8725,31.9643,32.071,33.8991,37.6356,38.5706,39.0783,39.4773,39.3211,39.1866,39.1329,39.1156,39.1176,39.1411,39.1643,39.1532,39.0977,39.0333,38.9234,38.7826,38.6329,38.4893,38.3156,38.1478,37.9873,37.7635,37.568,37.3902,37.1978,37.0242,36.8468,36.7007,36.5579,36.4413,36.367,36.2891,36.2255,36.167,36.1117,36.096,36.0679,36.026,35.9694,35.8797,35.8097,35.7415,35.6836,35.6187,35.5899,35.5645,35.543,35.5137,35.5077,35.5047,35.5183,35.533,35.5331,35.5299,35.5422,35.5777,35.5943,35.5975,35.6318
3.26634,1.99858,2.84251,3.21959,3.28506,3.28189,3.31626,3.36669,3.42921,3.54085,3.65656,3.77836,3.8914,4.00649,4.11587,4.23285,4.34666,4.4666,4.55645,4.63355,4.71154,4.77591,4.83228,4.87006,4.90537,4.93081,4.9547,4.98243,5.01275,5.04094,5.06239,5.07938,5.08783,5.08939,5.08997,5.08752,5.09427,5.10883,5.1402,5.16063,5.16343,5.15452,5.14281,5.10789,5.03907,4.96051,4.89378,4.83615,4.76735,4.68138,4.57858,4.4254,4.23421,4.04109,3.81446,3.59037,3.37572,3.17308,2.95792,2.75472,36.6512,37.0809,37.0694,37.0095,36.9403,36.8492,36.7724,36.7133,36.6437,36.6261,36.6019,36.583,36.5518,36.5037,36.4576,36.4247,36.3893,36.3415,36.2806,36.2384,36.19,36.1466,36.1056,36.0769,36.0496,36.0319,36.0246,36.0166,36.0234,36.0294,36.0404,36.0497,36.0546,36.0554,36.0605,36.0683,36.089,36.1081,36.1138,36.1183,36.1124,36.1036,36.089,36.0523,36.0203,35.9774,35.9405,35.9037,35.8651,35.8362,35.8411,35.8395,35.7933,35.7447,35.6974,35.6628,35.6373,35.6218,35.5961,35.6052
11.9264,11.3127,11.0062,10.7523,10.5982,10.5649,10.5793,10.6599,10.7627,10.8782,10.9729,11.0441,11.1,11.1366,11.1585,11.1675,11.1827,11.2075,11.205,11.196,11.1724,11.1575,11.1406,11.1188,11.0874,11.052,11.0132,10.9742,10.9376,10.9088,10.8774,10.8625,10.8581,10.8545,10.865,10.8725,10.8846,10.9087,10.9427,10.9926,11.0505,11.1116,11.1654,11.2241,11.2685,11.3027,11.3245,11.3456,11.3598,11.3691,11.3748,11.3792,11.383,11.3857,11.3881,11.3892,11.3902,11.3904,11.3995,11.4055,9.62548,9.74058,9.90138,10.0119,10.0032,9.90397,9.75933,9.49992,9.26758,9.05006,8.85945,8.69967,8.54629,8.41063,8.31142,8.20883,8.13801,8.08729,8.08207,8.08791,8.09351,8.10135,8.09029,8.0839,8.07173,8.07725,8.05894,8.04669,8.02141,7.98554,7.93433,7.8708,7.80124,7.71959,7.61045,7.49328,7.36926,7.22731,7.07279,6.89108,6.69982,6.49615,6.31387,6.15647,6.02145,5.92419,5.8625,5.8099,5.77371,5.75036,5.73368,5.72296,5.71233,5.70528,5.69995,5.6964,5.69461,5.69274,5.68095,5.67282
10.7475,11.4437,12.7404,13.6757,14.4434,15.0703,15.5583,15.9499,16.2657,16.5189,16.7059,16.8613,16.9717,17.0726,17.139,17.1605,17.1551,17.1494,17.1365,17.0782,17.0155,16.9535,16.8948,16.8199,16.7401,16.6653,16.5948,16.517,16.4552,16.4003,16.3822,16.3726,16.3681,16.3643,16.3675,16.3769,16.3899,16.4068,16.4172,16.4233,16.4298,16.4442,16.4573,16.4599,16.4703,16.4746,16.4872,16.4881,16.4818,16.4785,16.4762,16.4742,16.4673,16.4594,16.4547,16.452,16.4335,16.4141,16.4009,16.3906,32.2594,33.1695,32.2318,31.261,30.3644,29.5973,29.0341,28.6156,28.3031,28.041,27.8599,27.7271,27.6039,27.5012,27.4139,27.3385,27.257,27.1651,27.0896,27.0213,26.9511,26.8717,26.7669,26.6583,26.5527,26.4537,26.3626,26.2634,26.177,26.1159,26.0908,26.0808,26.0786,26.0765,26.0707,26.0556,26.0461,26.0387,26.0205,26.0078,25.9958,25.9804,25.9642,25.9491,25.94,25.9332,25.9233,25.9069,25.8946,25.8858,25.8802,25.8767,25.8708,25.8587,25.8512,25.8466,25.8509,25.8622,25.8692,25.8804
19.4763,17.1784,14.9286,12.7773,12.1089,12.2974,12.3927,12.3746,12.3162,12.2454,12.2,12.1567,12.1205,12.0872,12.05,12.0139,11.9784,11.9442,11.9218,11.9191,11.9235,11.9342,11.9399,11.9437,11.9515,11.9546,11.9454,11.9451,11.9408,11.9338,11.9285,11.9202,11.9007,11.8779,11.8483,11.8024,11.7505,11.6924,11.6446,11.6003,11.5531,11.5176,11.479,11.4475,11.4175,11.4035,11.3929,11.3939,11.3935,11.3925,11.3892,11.3845,11.383,11.3862,11.3878,11.3896,11.39,11.3908,11.4001,11.4059,-9.10062,-9.3072,-9.26578,-9.10808,-8.52054,-7.73289,-6.95763,-6.23334,-5.47594,-4.73049,-3.99574,-3.29261,-2.62967,-2.02065,-1.45362,-0.938411,-0.46483,-0.0275513,0.366873,0.737785,1.0775,1.40357,1.69504,1.95348,2.1909,2.41791,2.61586,2.81048,2.99907,3.16013,3.31487,3.46661,3.61719,3.77235,3.95329,4.15265,4.35768,4.55902,4.75528,4.95268,5.14,5.28782,5.41313,5.51694,5.59342,5.6387,5.6702,5.67877,5.68411,5.69058,5.69816,5.70996,5.71237,5.70518,5.70034,5.69681,5.69458,5.69297,5.68106,5.67324
13.9676,12.3736,11.6687,11.4089,11.203,11.1029,11.0428,11.05,11.0892,11.1482,11.1866,11.2159,11.2197,11.2191,11.2081,11.2,11.1995,11.2109,11.2042,11.1959,11.1722,11.1572,11.1409,11.1191,11.0876,11.0527,11.0135,10.9744,10.9377,10.9086,10.8773,10.8625,10.8578,10.8542,10.8654,10.8729,10.8842,10.9083,10.9429,10.9921,11.0502,11.1109,11.1649,11.2238,11.2691,11.3027,11.3243,11.3457,11.3596,11.369,11.3753,11.3793,11.383,11.3857,11.3878,11.3888,11.3899,11.3907,11.3995,11.4057,4.79851,5.56634,6.1793,6.71382,7.16075,7.49751,7.75613,7.87941,7.98508,8.05165,8.10053,8.13864,8.1364,8.11832,8.10749,8.07776,8.06722,8.0675,8.08204,8.08781,8.09298,8.10223,8.09007,8.08423,8.07177,8.07719,8.05863,8.04638,8.02071,7.98564,7.93453,7.87121,7.80168,7.71959,7.6107,7.49387,7.36973,7.22733,7.07282,6.89124,6.69929,6.49644,6.31407,6.15621,6.02166,5.92419,5.862,5.80885,5.77354,5.74962,5.73398,5.7222,5.71262,5.70505,5.69987,5.69688,5.69417,5.69315,5.68112,5.67337
-4.15894,-5.52268,-5.23257,-6.11174,-4.99674,-3.90273,-2.84106,-1.75481,-0.774255,0.153405,0.959106,1.64458,2.28047,2.85929,3.36783,3.84775,4.23977,4.57883,4.89946,5.16522,5.39103,5.5642,5.6982,5.80283,5.86951,5.91421,5.9563,5.96975,5.98442,5.99006,5.99309,5.99722,5.99835,5.99198,5.98581,5.98592,5.99017,5.99778,6.00454,6.00969,6.01308,6.03277,6.05396,6.0808,6.10938,6.1317,6.14729,6.15825,6.16628,6.16875,6.1732,6.17406,6.17516,6.17636,6.17595,6.17627,6.17833,6.17732,6.18902,6.19591,21.5452,22.016,22.028,23.0078,22.4279,21.9547,21.563,21.1968,20.8922,20.6213,20.3687,20.1382,19.8983,19.6472,19.3721,19.0243,18.6792,18.3331,17.9565,17.5852,17.2488,16.9748,16.7611,16.6121,16.4891,16.4143,16.3741,16.3758,16.37,16.3687,16.3765,16.3786,16.3811,16.3873,16.3909,16.399,16.4014,16.3984,16.3866,16.3769,16.3706,16.3416,16.3151,16.27,16.2235,16.1829,16.1559,16.1164,16.0919,16.0781,16.0677,16.0638,16.0599,16.056,16.0554,16.0545,16.0527,16.0539,16.0422,16.0374
54.3425,56.3663,56.1834,55.946,55.6007,55.1108,54.3088,53.5997,52.9458,52.317,51.7487,51.2145,50.6978,50.1606,49.5976,49.0307,48.4832,47.9339,47.3846,46.8563,46.3538,45.8361,45.3083,44.799,44.3368,43.8603,43.4002,42.9379,42.4603,41.9824,41.5002,41.0402,40.6233,40.1998,39.8167,39.471,39.1272,38.8073,38.5084,38.242,37.9647,37.6922,37.421,37.1206,36.8206,36.5526,36.3104,36.0989,35.9155,35.7453,35.5868,35.4209,35.2597,35.0921,34.9324,34.7852,34.6362,34.5125,34.3811,34.2434,37.9368,38.266,37.5659,37.078,36.6642,36.3079,36.0794,35.9073,35.724,35.5285,35.3496,35.171,34.9889,34.7805,34.5816,34.3645,34.1382,33.9041,33.6802,33.4414,33.1949,32.9444,32.6823,32.4451,32.2201,31.9953,31.7835,31.5591,31.3752,31.1807,31.014,30.9004,30.7952,30.7149,30.6557,30.6023,30.5699,30.5501,30.5338,30.5288,30.5258,30.5503,30.5937,30.6493,30.694,30.7479,30.8116,30.8669,30.9128,30.97,31.02,31.0583,31.0968,31.1384,31.1808,31.2373,31.3186,31.4042,31.4616,31.5337
-10.992,-10.8588,-10.4754,-8.81164,-7.22463,-5.59678,-4.01193,-2.4308,-1.03506,0.230623,1.30845,2.22007,3.02428,3.69579,4.22748,4.68701,5.02866,5.29296,5.50762,5.65536,5.77268,5.84506,5.8859,5.9089,5.92849,5.94409,5.95556,5.97062,5.98252,5.9906,5.99484,5.99635,5.99847,5.99065,5.985,5.98608,5.98942,5.99721,6.00451,6.01053,6.01368,6.03291,6.0522,6.07948,6.10973,6.13325,6.14633,6.15769,6.16507,6.17127,6.17212,6.17475,6.17603,6.17742,6.17721,6.17725,6.17662,6.17797,6.18946,6.19598,17.3654,17.1807,16.9916,16.8692,16.8216,16.8337,16.8891,16.9354,16.9791,16.993,16.9606,16.8762,16.7693,16.6511,16.5265,16.39,16.2777,16.1862,16.1066,16.0701,16.074,16.1171,16.1895,16.2741,16.3248,16.3581,16.3741,16.3769,16.3695,16.3685,16.3748,16.378,16.383,16.3874,16.3924,16.3993,16.4004,16.3986,16.3866,16.3761,16.3693,16.3411,16.3159,16.2729,16.2223,16.1807,16.1548,16.1178,16.0921,16.0767,16.0696,16.0617,16.0583,16.0555,16.0553,16.0544,16.0533,16.0523,16.0421,16.0366
9.97562,8.80202,10.4429,11.7946,12.7793,13.5374,14.0989,14.551,14.9064,15.201,15.4247,15.6165,15.8003,15.9682,16.1128,16.2344,16.3302,16.4347,16.5202,16.567,16.596,16.6089,16.6124,16.592,16.5534,16.5145,16.4778,16.4375,16.4135,16.3934,16.3816,16.3713,16.3674,16.3654,16.3676,16.3783,16.3901,16.4063,16.4168,16.4234,16.4288,16.4446,16.4565,16.4595,16.4691,16.4761,16.4878,16.4858,16.4813,16.4769,16.4744,16.4733,16.4685,16.46,16.4552,16.4514,16.4333,16.4125,16.4,16.3905,30.9555,31.2856,30.1917,29.0991,28.1039,27.3278,26.7997,26.4325,26.167,25.9744,25.862,25.8003,25.7878,25.8122,25.8744,25.9689,26.0724,26.1541,26.2378,26.3079,26.362,26.3709,26.3489,26.3108,26.2668,26.2239,26.1841,26.1398,26.1053,26.0969,26.0903,26.0814,26.0783,26.0767,26.0707,26.0558,26.0464,26.0378,26.02,26.0094,25.9945,25.9803,25.9644,25.9496,25.9399,25.9339,25.9226,25.9077,25.8938,25.8857,25.8803,25.8765,25.8706,25.8588,25.8509,25.8463,25.8502,25.8621,25.8694,25.8797
