17.0434,18.0687,18.0065,17.8088,18.3258,20.097,22.068,23.5238,24.246,24.6409,24.8274,24.9327,24.9438,24.956,24.9218,24.9343,24.9345,24.9048,24.8706,24.7643,24.7355,24.7102,24.7459,24.7398,24.738,24.7599,24.7952,24.7966,24.7832,24.7638,24.7704,24.7578,24.7721,24.7917,24.7977,24.8185,24.8479,24.8568,24.8859,24.8948,24.9043,24.9072,24.8928,24.8884,24.9229,24.9523,24.9612,24.9639,24.9648,24.9653,32.0161,25.4146,22.4222,21.6861,21.596,21.7158,21.8979,21.9396,21.7874,21.5406,21.4064,21.2788,21.1914,21.1398,21.0746,21.0167,20.9901,20.9657,20.9344,20.8982,20.8815,20.8745,20.8614,20.8488,20.845,20.837,20.838,20.8263,20.8127,20.8096,20.8061,20.7999,20.7973,20.7957,20.7953,20.7947,20.7998,20.8014,20.8056,20.8107,20.8198,20.8226,20.8242,20.8246,20.8371,20.8703,20.8803,20.8833,20.8842,20.8846
24.4053,23.6992,22.1244,20.9695,20.9245,21.9297,23.1488,24.1103,24.5542,24.8009,24.9081,24.9735,24.9636,24.9654,24.9263,24.9363,24.9355,24.9052,24.8708,24.7644,24.7356,24.7102,24.7459,24.7398,24.738,24.7599,24.7952,24.7966,24.7832,24.7771,24.7763,24.7604,24.7733,24.7923,24.798,24.8187,24.8479,24.8569,24.8859,24.8948,24.9043,24.9072,24.8928,24.8884,24.9229,24.9523,24.9612,24.9639,24.9648,24.9579,34.9487,27.655,23.9961,22.874,22.5749,22.4139,22.3426,22.2109,21.951,21.6391,21.4637,21.3115,21.2087,21.1487,21.079,21.0189,20.9912,20.9662,20.9346,20.8983,20.8815,20.8745,20.8615,20.8488,20.845,20.837,20.838,20.8263,20.8127,20.812,20.8071,20.8003,20.7975,20.7958,20.7953,20.7947,20.7998,20.8014,20.8056,20.8107,20.8198,20.8226,20.8242,20.8246,20.8371,20.8703,20.8803,20.8833,20.8842,20.8792
18.1271,18.7812,18.5388,18.1838,18.6229,20.2948,22.1729,23.574,24.2679,24.6496,24.8307,24.9337,24.9441,24.9561,24.9218,24.9343,24.9345,24.9048,24.8706,24.7643,24.7355,24.7112,24.7463,24.74,24.7381,24.7599,24.7952,24.7966,24.7832,24.7638,24.7704,24.7574,24.772,24.7917,24.7977,24.8185,24.8479,24.8568,24.8859,24.8948,24.9043,24.9057,24.8919,24.8879,24.9227,24.9522,24.9611,24.9639,24.9647,24.9653,30.0443,23.9624,21.2942,20.8479,21.041,21.3786,21.7109,21.8391,21.7366,21.516,21.3946,21.2733,21.1889,21.1387,21.0742,21.0165,20.99,20.9657,20.9344,20.8982,20.8815,20.8774,20.8628,20.8495,20.8453,20.8372,20.8381,20.8264,20.8127,20.8096,20.8061,20.805,20.7996,20.7968,20.7958,20.7949,20.7999,20.8015,20.8056,20.8107,20.8198,20.8157,20.821,20.8231,20.8365,20.87,20.8801,20.8832,20.8842,20.8846
-4.17065,2.64197,2.59183,2.52655,2.49152,2.57323,2.72619,2.9291,3.08441,3.18568,3.24326,3.27346,3.28426,3.28622,3.27824,3.27441,3.27257,3.25029,3.22413,3.18861,3.17135,3.15837,3.15205,3.13747,3.13037,3.1269,3.12522,3.11968,3.10499,3.09693,3.09299,3.08535,3.08161,3.07977,3.07888,3.07844,3.07822,3.07811,3.07806,3.07804,3.07803,3.07802,3.07729,3.07693,3.07675,3.07667,3.07663,3.0766,3.07659,3.07659,4.02955,6.24969,7.72484,8.54896,9.08064,9.52291,9.91372,10.2878,10.5467,10.7424,10.8998,11.0046,11.0879,11.1201,11.1201,11.1201,11.1201,11.0961,11.0667,11.005,10.975,10.9525,10.9415,10.9258,10.9181,10.9144,10.9126,10.9049,10.8903,10.8725,10.8637,10.8545,10.85,10.8478,10.8467,10.8461,10.8459,10.8458,10.8457,10.8457,10.8456,10.8456,10.8352,10.8301,10.8276,10.8264,10.8258,10.8255,10.8254,10.8253
17.6987,18.7861,18.0389,17.4278,17.6542,19.3706,21.6535,23.3418,24.1903,24.6321,24.8311,24.9385,24.9483,24.9589,24.9235,24.9352,24.935,24.905,24.8707,24.7643,24.7355,24.7102,24.7459,24.7534,24.744,24.7625,24.7964,24.7971,24.7834,24.7638,24.7705,24.7578,24.7721,24.7917,24.7977,24.8185,24.8479,24.8568,24.8753,24.8901,24.9024,24.9063,24.8924,24.8883,24.9229,24.9523,24.9612,24.9639,24.9648,24.9653,37.114,30.5616,27.0334,25.5599,24.6067,23.7939,23.1418,22.6233,22.1402,21.7254,21.5052,21.3313,21.2179,21.1528,21.0809,21.0197,20.9915,20.9664,20.9347,20.8983,20.8816,20.8745,20.8615,20.8535,20.8471,20.838,20.8384,20.8265,20.8128,20.8096,20.8061,20.7999,20.7973,20.7957,20.7953,20.7947,20.7998,20.8014,20.8031,20.8092,20.819,20.8221,20.824,20.8245,20.8371,20.8702,20.8802,20.8833,20.8842,20.8846
22.8451,22.2292,20.9293,20.0159,20.2085,21.4556,22.8934,23.9834,24.4938,24.7722,24.8948,24.967,24.9606,24.964,24.9256,24.936,24.9354,24.9052,24.8708,24.7643,24.7356,24.7102,24.7459,24.7398,24.7265,24.7549,24.793,24.7957,24.7828,24.7636,24.7704,24.7578,24.7721,24.7917,24.7977,24.8185,24.8514,24.8584,24.8865,24.895,24.9044,24.9072,24.8928,24.8884,24.9229,24.9545,24.9622,24.9643,24.9649,24.9654,34.4934,27.2637,23.742,22.6262,22.3963,22.2883,22.2725,22.1771,21.9339,21.6302,21.459,21.3088,21.2073,21.1479,21.0787,21.0187,20.9911,20.9662,20.9346,20.8983,20.8815,20.8745,20.8615,20.8488,20.8411,20.8349,20.8369,20.8257,20.8124,20.8094,20.806,20.7998,20.7973,20.7957,20.7953,20.7946,20.7999,20.8014,20.8056,20.8107,20.8198,20.8226,20.8242,20.8246,20.8371,20.8726,20.8813,20.8838,20.8844,20.8847
54.7337,52.2419,50.2014,48.6799,47.6034,46.8361,46.4054,46.0965,45.8591,45.6977,45.5827,45.5403,45.5131,45.5181,45.5351,45.5463,45.562,45.617,45.6528,45.6753,45.69,45.7103,45.7122,45.7191,45.7236,45.7266,45.7376,45.7448,45.7494,45.7525,45.7545,45.7559,45.7567,45.7573,45.7577,45.7579,45.7675,45.7738,45.7867,45.7952,45.8117,45.8225,45.8296,45.8343,45.856,45.8815,45.8982,45.9092,45.9164,45.9189,29.9812,30.0003,30.5251,30.8191,30.9455,30.9709,30.9328,30.909,30.8916,30.8524,30.8109,30.7788,30.7579,30.736,30.7232,30.7149,30.7273,30.7444,30.7609,30.7812,30.7945,30.8026,30.814,30.8297,30.84,30.8467,30.8557,30.8616,30.8655,30.868,30.8697,30.8708,30.8715,30.872,30.8723,30.8725,30.8746,30.8759,30.8821,30.8861,30.8893,30.8914,30.8927,30.8936,30.8991,30.9027,30.9051,30.9066,30.9076,30.9121
11.4188,19.7559,25.0466,28.3376,30.3173,31.5688,32.3989,33.0284,33.5317,33.9555,34.2576,34.4897,34.6848,34.8164,34.9243,35.0253,35.0911,35.1535,35.1943,35.2209,35.2383,35.2496,35.257,35.2618,35.265,35.2671,35.2684,35.2693,35.2699,35.2702,35.2705,35.2706,35.2707,35.2708,35.2709,35.2709,35.2709,35.2709,35.271,35.271,35.271,35.271,35.271,35.271,35.271,35.271,35.271,35.271,35.271,35.271,-11.5553,-5.95397,-2.59114,-0.274259,1.12662,1.89452,2.21768,2.26249,2.14069,1.94912,1.79825,1.65997,1.52064,1.42446,1.34837,1.25805,1.19926,1.14249,1.10542,1.08121,1.06541,1.05509,1.04835,1.04395,1.04108,1.0392,1.03798,1.03718,1.03665,1.03631,1.03609,1.03594,1.03585,1.03579,1.03575,1.03572,1.0357,1.03569,1.03568,1.03568,1.03568,1.03567,1.03567,1.03567,1.03567,1.03567,1.03567,1.03567,1.03567,1.03567
-8.99493,-8.79538,-7.4601,-5.68024,-4.76714,-3.85192,-2.81339,-1.49941,0.160761,2.23113,4.26676,6.08519,7.51421,8.55607,9.36666,9.95433,10.3734,10.6676,10.8639,10.9904,11.0862,11.1722,11.2126,11.2438,11.2733,11.291,11.3037,11.3204,11.3293,11.3302,11.331,11.3367,11.3502,11.3616,11.3689,11.3574,11.3502,11.349,11.349,11.349,11.3492,11.3493,11.3445,11.3415,11.3396,11.3385,11.3379,11.3376,11.3374,11.3373,59.7438,58.5829,57.4422,55.95,55.0346,53.9322,52.7013,51.4015,50.273,49.1852,48.3044,47.517,47.0164,46.6049,46.2807,46.0119,45.8144,45.6823,45.5744,45.499,45.4303,45.3702,45.3022,45.255,45.2168,45.1735,45.123,45.0813,45.043,45.0045,44.981,44.9916,44.9814,44.9833,44.9848,44.9748,44.9688,44.978,44.9834,44.9873,44.9899,44.9916,44.9781,44.9697,44.9645,44.9615,44.9598,44.9589,44.9584,44.9582
1.04863,2.78911,4.05299,6.21669,8.32643,9.90643,11.0051,11.8356,12.5476,13.2255,13.7909,14.3191,14.7483,15.0576,15.2765,15.4396,15.5378,15.5719,15.5791,15.5231,15.4845,15.4421,15.4011,15.3629,15.327,15.296,15.2705,15.2445,15.2206,15.1833,15.1493,15.1159,15.0893,15.0632,15.0459,15.0343,15.0192,15.0048,14.9901,14.972,14.9601,14.9521,14.9356,14.9247,14.9175,14.904,14.895,14.8891,14.8852,14.8826,53.2563,52.6403,51.8982,49.7233,47.5174,45.4562,43.7571,42.2793,41.0457,39.923,39.0373,38.2611,37.6722,37.154,36.6337,36.1873,35.8001,35.4079,35.0651,34.663,34.3556,34.104,33.8978,33.7153,33.5529,33.4028,33.2702,33.1288,33.0185,32.9045,32.8049,32.7118,32.635,32.5719,32.5298,32.5016,32.458,32.4142,32.3717,32.3429,32.3236,32.3108,32.2918,32.2792,32.2706,32.2379,32.2162,32.2016,32.192,32.1857
