30.7311,27.8575,25.8698,24.4553,23.4741,22.7931,22.3083,21.9569,21.713,21.5412,21.4085,21.3089,21.2354,21.1728,21.1273,21.0922,21.0621,21.0366,21.0146,20.9963,20.9797,20.971,20.9555,20.9435,20.9316,20.9197,20.9084,20.8982,20.8864,20.8698,20.8524,20.8373,20.8244,20.8072,20.793,20.7773,20.7618,20.7415,20.724,20.7088,20.6935,20.6783,20.6674,20.6554,20.6468,20.6397,20.6331,20.6279,20.6255,20.6285,20.6338,20.644,20.6609,20.6797,20.7022,20.7274,20.7534,20.7804,20.807,20.8341,20.8584,20.8824,20.9033,20.9217,20.9379,20.9518,20.9642,20.9746,20.9833,20.9907,20.9968,21.0019,21.0062,21.0097,21.0126,21.015,21.0171,21.0189,21.0204,21.0216,11.7493,12.7595,13.6747,14.3164,14.7527,15.0491,15.2646,15.4291,15.5626,15.6693,15.7506,15.8203,15.8735,15.9085,15.936,15.9599,15.9809,15.9976,16.0133,16.0276,16.0396,16.0599,16.08,16.096,16.1123,16.1273,16.1398,16.1528,16.1649,16.1772,16.1976,16.2191,16.237,16.2568,16.2789,16.3034,16.3289,16.3506,16.377,16.403,16.426,16.4457,16.4623,16.477,16.4787,16.4768,16.4749,16.4715,16.4647,16.4561,16.4419,16.4203,16.3972,16.3725,16.3414,16.309,16.277,16.2487,16.2178,16.1904,16.1639,16.1388,16.1172,16.0982,16.0823,16.0685,16.0566,16.0468,16.0387,16.032,16.0264,16.0219,16.0182,16.0151,16.0127,16.0107,16.009,16.0076,16.0065,16.0055
0.755959,1.6436,2.49727,3.26485,3.90618,4.38708,4.75013,5.02555,5.24506,5.42423,5.56863,5.68684,5.77921,5.84816,5.9074,5.9538,5.98931,6.02375,6.04948,6.07374,6.09559,6.11774,6.13651,6.15243,6.16542,6.17814,6.19123,6.20157,6.21382,6.22189,6.22888,6.23597,6.24612,6.2564,6.26001,6.26629,6.26848,6.27372,6.28179,6.29074,6.29339,6.29264,6.29317,6.29345,6.29089,6.28738,6.28584,6.28102,6.27316,6.26235,6.24885,6.23274,6.21599,6.20077,6.18707,6.17494,6.16358,6.15396,6.14548,6.13792,6.13152,6.12622,6.12201,6.11834,6.11524,6.11279,6.11096,6.10956,6.10852,6.10776,6.10722,6.10681,6.10651,6.10629,6.10612,6.10599,6.10588,6.1058,6.10574,6.10569,24.3872,25.0599,25.2735,25.3758,25.4172,25.446,25.4772,25.5177,25.5641,25.615,25.6715,25.7279,25.7871,25.8437,25.8937,25.944,25.9914,26.037,26.0818,26.1154,26.1459,26.1705,26.1907,26.2073,26.2242,26.2408,26.2537,26.2651,26.2786,26.2964,26.3143,26.3317,26.3496,26.3662,26.3858,26.4052,26.4261,26.4458,26.4644,26.4789,26.49,26.4967,26.4956,26.4922,26.482,26.4685,26.4517,26.4312,26.4107,26.3869,26.3641,26.3349,26.3049,26.273,26.2418,26.2121,26.1847,26.1604,26.139,26.1202,26.1045,26.0907,26.0789,26.0692,26.0612,26.0547,26.0496,26.0457,26.0429,26.0408,26.0394,26.0384,26.0377,26.0372,26.0368,26.0365,26.0362,26.036,26.0359,26.0358
27.7012,26.2066,24.9744,23.8806,22.9944,22.3454,21.8999,21.5929,21.3857,21.248,21.1561,21.0922,21.0518,21.0176,20.9965,20.9825,20.97,20.9595,20.95,20.9401,20.9303,20.9273,20.9188,20.9127,20.9056,20.8979,20.8901,20.8827,20.8734,20.8588,20.8431,20.8293,20.8176,20.8015,20.788,20.773,20.7581,20.7383,20.7213,20.7064,20.6915,20.6765,20.6658,20.654,20.6456,20.6387,20.6321,20.6271,20.6248,20.6279,20.6332,20.6435,20.6605,20.6797,20.7022,20.7275,20.7535,20.7804,20.807,20.8341,20.8584,20.8824,20.9033,20.9217,20.9379,20.9518,20.9642,20.9746,20.9833,20.9907,20.9968,21.0019,21.0062,21.0097,21.0126,21.015,21.0171,21.0189,21.0219,21.0229,14.1117,14.8185,15.2211,15.5002,15.6834,15.8069,15.8984,15.9668,16.0135,16.0466,16.0675,16.0845,16.0932,16.0903,16.0861,16.0836,16.0829,16.0816,16.0826,16.0839,16.0853,16.0967,16.1105,16.1214,16.1333,16.1448,16.1543,16.1649,16.175,16.1856,16.2046,16.2249,16.2419,16.2609,16.2823,16.3062,16.3313,16.3527,16.3787,16.4045,16.4272,16.4467,16.4632,16.4777,16.4793,16.4773,16.4753,16.4718,16.465,16.4564,16.4421,16.4205,16.3974,16.3734,16.3422,16.3096,16.2775,16.2491,16.2182,16.1907,16.1641,16.139,16.1173,16.0983,16.0824,16.0686,16.0567,16.0469,16.0388,16.032,16.0264,16.0219,16.0182,16.0151,16.0127,16.0107,16.009,16.0076,16.0059,16.005
-2.01321,-1.6805,-0.885805,-0.511909,-0.361215,-0.297572,-0.241616,-0.193306,-0.143139,-0.0935203,-0.0414932,0.00991296,0.0624647,0.124357,0.194034,0.269041,0.351093,0.4316,0.510591,0.604065,0.695504,0.784952,0.872453,0.958048,1.04137,1.12058,1.19768,1.28019,1.3787,1.48049,1.5867,1.69104,1.80031,1.90802,2.02046,2.12871,2.24209,2.35102,2.45568,2.55211,2.65723,2.7647,2.87431,2.98598,3.10118,3.21858,3.34174,3.48616,3.65344,3.83368,4.01288,4.19403,4.42691,4.68192,4.96488,5.24587,5.57257,5.89603,6.24001,6.61757,7.04781,7.52939,8.03688,8.51721,8.95677,9.35286,9.70328,10.0002,10.232,10.4099,10.5455,10.6483,10.7255,10.7874,10.8381,10.8772,10.9071,10.9283,10.9433,10.9542,3.69158,3.56217,3.41592,3.34398,3.31265,3.30465,3.3117,3.32546,3.34967,3.37361,3.40283,3.4317,3.46577,3.49982,3.53848,3.5791,3.61743,3.65503,3.69193,3.72928,3.76582,3.80156,3.83653,3.87074,3.91439,3.97409,4.0322,4.08563,4.13917,4.19122,4.23985,4.29246,4.34224,4.39814,4.45102,4.50194,4.55474,4.60547,4.65421,4.70187,4.73521,4.76432,4.78713,4.80652,4.82368,4.83832,4.84132,4.82584,4.79383,4.75052,4.70759,4.66002,4.58511,4.49149,4.37588,4.24533,4.08603,3.92211,3.74303,3.53288,3.29248,3.02542,2.75038,2.48568,2.24269,2.01807,1.80968,1.62602,1.48084,1.36318,1.27231,1.20405,1.15237,1.10768,1.06908,1.03957,1.01652,0.999813,0.987614,0.978313
5.11496,4.48135,4.08396,3.78669,3.53779,3.32726,3.14457,2.98772,2.84765,2.72435,2.6146,2.51446,2.41829,2.32562,2.23984,2.17353,2.11287,2.04755,1.97984,1.92122,1.85752,1.79281,1.72819,1.67063,1.61646,1.56603,1.51763,1.47465,1.43827,1.40752,1.3786,1.34708,1.32389,1.30208,1.28725,1.27288,1.26387,1.25141,1.24078,1.22761,1.22146,1.21905,1.21937,1.22164,1.22339,1.22717,1.22841,1.23083,1.2405,1.23274,1.20149,1.176,1.1583,1.13938,1.11712,1.10038,1.09087,1.07185,1.05664,1.04703,1.04058,1.03624,1.03333,1.03137,1.03005,1.02916,1.02855,1.02815,1.02787,1.02769,1.02756,1.02747,1.02742,1.02738,1.02735,1.02733,1.02732,1.02731,1.0273,1.02729,14.7129,13.5558,13.0936,12.8071,12.604,12.4371,12.3048,12.1955,12.104,12.0245,11.9525,11.8905,11.8358,11.7788,11.7194,11.6492,11.581,11.5248,11.4724,11.4195,11.3725,11.3293,11.2933,11.2619,11.2367,11.2122,11.1884,11.1571,11.1154,11.0749,11.0369,11.008,10.9815,10.9605,10.9404,10.9251,10.911,10.904,10.8989,10.9008,10.8961,10.8892,10.8801,10.8708,10.8646,10.8577,10.85,10.8405,10.8264,10.8329,10.8598,10.8816,10.8986,10.9147,10.9337,10.9503,10.9541,10.9674,10.9757,10.9835,10.9887,10.9922,10.9945,10.996,10.997,10.9977,10.9982,10.9985,10.9987,10.9988,10.9989,10.9989,10.999,10.999,10.999,10.999,10.999,10.999,10.999,10.999
6.35643,7.74078,9.24307,10.9495,12.4294,13.5512,14.3436,14.8933,15.2662,15.5194,15.6922,15.8083,15.8838,15.9346,15.9687,15.9916,16.007,16.0174,16.0244,16.0405,16.0453,16.0485,16.0476,16.0469,16.0465,16.048,16.0491,16.0498,16.0523,16.054,16.0551,16.0559,16.0564,16.0568,16.057,16.0571,16.0572,16.0573,16.0574,16.0574,16.0574,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,16.0575,48.4515,47.3477,46.1378,44.7979,43.6637,42.816,42.2255,41.8195,41.5452,41.3594,41.2334,41.1488,41.093,41.0555,41.0303,41.0133,41.0019,40.9943,40.9892,40.9897,40.9892,40.9888,40.9845,40.9816,40.9797,40.9789,40.9784,40.978,40.9777,40.9776,40.9774,40.9773,40.9773,40.9772,40.9772,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771,40.9771
32.8341,33.1367,33.2861,33.3395,33.3526,33.329,33.2659,33.1819,33.1052,33.0033,32.8817,32.7245,32.5589,32.3837,32.1938,31.9961,31.7574,31.4914,31.2295,30.9566,30.6611,30.3462,30.013,29.6826,29.3353,28.9858,28.6476,28.3071,27.9914,27.6965,27.4325,27.2092,27.011,26.8502,26.7164,26.6061,26.5174,26.4419,26.378,26.321,26.2653,26.2064,26.1553,26.1086,26.0641,26.0233,25.9893,25.9631,25.9432,25.9282,25.9174,25.9098,25.9047,25.9011,25.8987,25.897,25.8959,25.8952,25.8948,25.895,25.895,25.8949,25.8948,25.8947,25.8946,25.8944,25.8943,25.8942,25.8941,25.894,25.894,25.8939,25.8939,25.8938,25.8938,25.8938,25.8937,25.8937,25.8937,25.8937,30.649,30.8829,31.1322,31.3437,31.488,31.5578,31.599,31.6284,31.6573,31.6756,31.6815,31.6859,31.6873,31.6877,31.6836,31.6824,31.6712,31.645,31.6194,31.596,31.5739,31.5504,31.5248,31.4993,31.4715,31.4422,31.4092,31.3685,31.3253,31.2799,31.2423,31.2121,31.1876,31.1662,31.1501,31.1384,31.1302,31.1225,31.1152,31.1077,31.1,31.0918,31.0845,31.0769,31.0698,31.0632,31.0579,31.0538,31.0511,31.0489,31.0474,31.0464,31.0457,31.0453,31.045,31.0448,31.0447,31.0446,31.0445,31.0446,31.0446,31.0446,31.0446,31.0445,31.0445,31.0445,31.0445,31.0445,31.0445,31.0445,31.0445,31.0445,31.0444,31.0444,31.0444,31.0444,31.0444,31.0444,31.0444,31.0444
3.51216,3.24602,3.75229,4.40795,4.91004,5.28811,5.57071,5.78185,5.94035,6.06013,6.15011,6.2226,6.28361,6.33106,6.37049,6.39748,6.41555,6.43169,6.44254,6.44864,6.45334,6.45859,6.45651,6.44844,6.4399,6.43165,6.42449,6.41154,6.4,6.388,6.37619,6.36576,6.35502,6.34652,6.33799,6.33335,6.32839,6.3237,6.32248,6.32634,6.33066,6.32933,6.32417,6.3209,6.31735,6.31036,6.30387,6.29863,6.28921,6.27608,6.26171,6.2446,6.22661,6.20983,6.19423,6.18075,6.16869,6.15798,6.14862,6.14037,6.13343,6.12772,6.1232,6.11927,6.11598,6.11337,6.11143,6.10995,6.10883,6.10801,6.10741,6.10697,6.10664,6.10638,6.10619,6.10605,6.10593,6.10584,6.10577,6.10571,27.4559,27.7875,27.5261,27.2103,26.9794,26.8092,26.6922,26.6178,26.574,26.5515,26.5413,26.539,26.5386,26.5423,26.5458,26.5561,26.5617,26.5641,26.5715,26.5768,26.5778,26.5792,26.5808,26.5716,26.5636,26.5539,26.5411,26.5246,26.5103,26.5022,26.496,26.4904,26.4868,26.4862,26.4909,26.4979,26.5084,26.5189,26.5289,26.5352,26.5381,26.5427,26.5425,26.5369,26.5244,26.5053,26.4846,26.4603,26.4374,26.41,26.384,26.3527,26.3212,26.2886,26.2548,26.2228,26.194,26.1678,26.1448,26.1248,26.108,26.0936,26.0812,26.071,26.0626,26.0558,26.0505,26.0464,26.0434,26.0412,26.0397,26.0387,26.0379,26.0374,26.0369,26.0366,26.0363,26.0361,26.036,26.0358
25.1343,25.3371,25.8994,26.9143,27.9597,28.8422,29.505,29.9945,30.3248,30.5481,30.7004,30.8029,30.8734,30.9281,30.9671,30.9977,31.0202,31.0355,31.0524,31.069,31.0828,31.0937,31.1077,31.1182,31.1225,31.1333,31.1536,31.1732,31.2045,31.2379,31.2742,31.3118,31.3531,31.3973,31.4354,31.4758,31.5157,31.5522,31.5862,31.6085,31.6212,31.6208,31.6097,31.5833,31.5483,31.5035,31.4528,31.3992,31.3452,31.2905,31.2369,31.1905,31.151,31.1175,31.0898,31.0675,31.0497,31.0357,31.0248,31.0164,31.0098,31.0048,31.001,30.9981,30.9958,30.9942,30.9929,30.9919,30.9912,30.9907,30.9903,30.99,30.9898,30.9896,30.9895,30.9894,30.9893,30.9893,30.9892,30.9892,43.9009,43.9287,44.1133,44.4619,44.8334,45.1536,45.3956,45.5754,45.6965,45.7789,45.8354,45.8733,45.9028,45.9231,45.9361,45.948,45.9554,45.9605,45.9667,45.9728,45.9796,45.9849,45.9902,45.9973,46.0006,46.0124,46.0205,46.0323,46.0471,46.0626,46.0783,46.0914,46.1061,46.1261,46.1466,46.1656,46.1772,46.1877,46.1964,46.1992,46.1951,46.1861,46.1726,46.1562,46.1381,46.1131,46.0878,46.064,46.0437,46.0237,46.0063,45.9913,45.9792,45.9693,45.9619,45.9563,45.9521,45.9489,45.9466,45.9449,45.9437,45.9428,45.9422,45.9418,45.9416,45.9413,45.9412,45.9411,45.941,45.941,45.9409,45.9409,45.9409,45.9409,45.9409,45.9409,45.9409,45.9409,45.9409,45.9409
25.9306,25.6093,25.8121,25.9002,25.9341,25.9308,25.9101,25.8866,25.8742,25.8692,25.8643,25.8543,25.8438,25.8356,25.822,25.8161,25.7988,25.7713,25.7484,25.7248,25.6974,25.667,25.6323,25.6037,25.5738,25.5415,25.5106,25.4713,25.4322,25.3941,25.3579,25.3309,25.3105,25.3039,25.3077,25.3171,25.3376,25.3656,25.3992,25.4416,25.4886,25.5371,25.587,25.6345,25.6775,25.7162,25.7497,25.7784,25.8021,25.8217,25.8375,25.8502,25.8602,25.8681,25.8741,25.8789,25.8825,25.8852,25.8872,25.8888,25.8899,25.8907,25.8914,25.8919,25.8922,25.8925,25.8927,25.8929,25.893,25.8932,25.8932,25.8933,25.8934,25.8934,25.8934,25.8935,25.8935,25.8935,25.8935,25.8935,29.5313,29.9108,30.3606,30.6681,30.8501,30.9366,30.9828,31.0041,31.0208,31.0334,31.0408,31.0436,31.0466,31.046,31.0456,31.047,31.044,31.0386,31.0342,31.0273,31.0174,31.0095,30.995,30.9834,30.9721,30.9619,30.9527,30.948,30.9426,30.9451,30.9476,30.9455,30.942,30.9481,30.9563,30.9633,30.9743,30.983,30.9882,30.9923,30.9987,31.004,31.0092,31.0142,31.0184,31.0226,31.0265,31.0299,31.0329,31.0353,31.0373,31.0389,31.0402,31.0412,31.042,31.0426,31.043,31.0434,31.0436,31.0438,31.0439,31.044,31.0441,31.0442,31.0442,31.0442,31.0442,31.0442,31.0443,31.0443,31.0443,31.0443,31.0443,31.0443,31.0443,31.0443,31.0444,31.0444,31.0444,31.0444
