15.908,13.9883,10.9174,10.9985,11.1638,11.1143,11.0162,10.9824,11.1031,11.887,13.4083,20.6371,25.6776,27.8723,28.7133,28.4507,27.902,28.0848,28.5646,28.8613,29.0877,29.2414,29.4741,29.704,30.0351,30.226,30.1908,30.1731,30.2029,30.2411,30.381,30.5709,30.7838,31.028,30.827,30.6034,16.1612,12.2507,12.6711,13.0356,-33.8851,-41.0378,-48.1933,-48.0892,-47.8251,-47.2649,-46.1263,-45.0648,-41.4938,-38.2957,-34.8181,-10.7629,2.82907,5.612,7.02929,8.12518,8.98986,9.0495,8.91473,8.62473,8.34896,8.18938,7.98739,7.78984,7.3729,7.11837,7.04554,7.07238,6.99922,6.95619,7.02711,7.10276,6.96305,6.41804,6.45075,6.93319,11.9093,19.0875,21.3936,19.0709
38.1756,36.063,40.3061,41.5593,42.0594,42.3176,42.2798,42.3294,42.6475,42.6669,42.6421,42.8422,43.1419,42.8497,42.7718,42.8258,42.8239,42.7926,42.8143,42.7867,42.7644,42.7504,42.7542,42.7933,42.8343,42.8711,42.9421,42.9896,42.9611,42.9122,42.8378,42.846,42.8681,42.7764,42.6002,42.8557,39.3378,35.8049,39.7575,13.05,48.3601,38.4189,36.2881,36.008,36.2212,36.563,37.0116,37.2489,37.0043,36.9202,36.8597,36.3054,36.8152,37.6815,37.9902,37.9881,37.9432,37.87,37.8299,37.8102,37.8128,37.8467,37.8708,37.8863,37.9375,37.9787,38.0628,38.1432,38.1702,38.1297,38.0115,37.9136,38.0457,38.115,38.169,38.0984,35.8955,33.8358,35.8626,19.0729
25.1473,25.4396,27.7318,29.8146,29.3167,29.1021,29.8442,29.4454,28.8361,28.6445,28.0165,29.6145,30.2977,30.3581,29.4231,28.6188,28.2332,28.077,28.0024,28.0264,28.1923,28.4462,28.7881,29.4476,30.2858,31.1234,31.7487,31.8513,30.9301,29.1944,28.3922,28.3448,28.4837,28.5592,28.543,28.5342,12.5307,12.0919,12.703,13.2369,-38.4584,-35.0898,-28.4163,-19.1382,-11.697,-6.23658,0.113181,6.25045,7.36428,7.25106,6.1183,13.4354,20.9763,24.0055,25.2177,25.4042,25.4704,25.4445,25.4081,25.3562,25.3488,25.4187,25.5922,25.9275,26.2626,26.3982,26.5044,26.3628,25.8223,25.0911,25.0567,25.0873,24.9161,24.7621,24.9512,25.2161,19.0786,19.1741,21.3378,19.1596
36.8763,27.8585,26.6632,26.4965,26.6461,27.1374,27.598,27.6751,27.5995,27.4888,26.5459,19.3338,24.7606,27.8072,29.0054,28.8516,28.6379,28.5276,28.4836,28.4843,28.5888,28.7491,28.9913,29.5623,30.3262,31.118,31.7382,31.8541,30.9308,29.1933,28.3958,28.3468,28.4848,28.5593,28.5421,28.535,12.5293,12.091,12.6978,13.2257,19.9922,21.9085,21.7466,21.9779,22.7843,23.5312,24.1531,24.7052,24.4976,24.3661,24.3018,19.7549,24.6376,25.8128,25.7001,25.5668,25.587,25.5524,25.5241,25.4772,25.4556,25.5068,25.6616,25.9493,26.2573,26.3996,26.5,26.3642,25.825,25.0876,25.0561,25.0868,24.9175,24.7629,24.9505,25.2169,19.0804,19.1707,21.3387,19.1632
-9.35345,-3.37492,-2.03,-0.0410391,3.86,5.69445,5.85505,5.65501,5.22792,5.19574,5.16787,12.9936,9.67441,7.68943,6.91148,5.95437,5.45627,5.35386,5.46671,5.70427,6.17391,6.75926,7.57065,9.24133,12.2383,16.2583,18.7126,19.8181,19.5526,18.6804,23.9771,27.5904,28.1689,28.3017,28.2974,28.2446,12.8987,12.5271,13.0713,13.7243,-3.04565,3.95112,7.60485,10.1817,13.2111,14.8866,15.3065,15.1212,14.4593,14.3757,14.688,19.2275,17.9383,16.297,15.7652,15.1471,14.7646,14.7164,14.8929,15.1894,15.639,16.0768,16.5509,17.5609,19.0122,20.8891,22.0427,22.5721,22.5254,22.372,24.2443,24.9336,24.7776,24.5843,24.8085,25.1341,19.3307,19.5504,21.5431,19.3827
44.4565,48.1941,48.234,42.5063,35.424,31.1591,29.1073,28.014,27.6649,28.0134,27.4374,29.5502,30.4421,30.5344,29.5394,28.7236,28.3244,28.1385,28.0728,28.093,28.2224,28.4603,28.786,29.447,30.2846,31.1157,31.7416,31.85,30.9295,29.196,28.4002,28.3447,28.4846,28.5601,28.5431,28.5351,12.5314,12.0927,12.705,13.2322,1.52742,-1.56805,-1.90489,0.284476,3.06073,6.15041,8.35921,10.3731,9.12965,8.52635,6.97034,13.8138,21.4395,24.1944,25.2878,25.436,25.4846,25.4558,25.4161,25.3668,25.3533,25.4256,25.5927,25.9262,26.2566,26.3954,26.5027,26.3692,25.8192,25.0951,25.0596,25.0885,24.9176,24.7631,24.9506,25.2169,19.0791,19.1764,21.3368,19.1504
45.8062,36.0095,40.1444,41.4219,41.927,42.2064,42.1565,42.1775,42.4906,42.508,42.4956,42.6715,42.9763,42.7858,42.7396,42.7808,42.7625,42.7313,42.7496,42.7259,42.7016,42.6984,42.7134,42.7467,42.7935,42.83,42.8869,42.9415,42.9143,42.8577,42.7662,42.7805,42.8113,42.7266,42.5585,42.7987,39.2604,35.6352,39.7196,13.0501,45.1303,38.2088,36.1267,35.845,36.0881,36.4615,36.9037,37.1242,36.8999,36.7936,36.7323,36.2077,36.8157,37.7428,38.0745,38.0796,37.9836,37.9051,37.8532,37.8393,37.8405,37.8953,37.9685,37.9585,38.0408,38.0957,38.1897,38.246,38.2842,38.2283,38.0952,38.02,38.1282,38.2112,38.2407,38.1906,35.9378,33.6625,35.8183,19.0728
29.8289,29.6604,31.3253,31.5964,29.89,29.0017,29.6635,29.073,28.6802,28.5602,27.9181,29.643,30.2999,30.3596,29.4175,28.619,28.2292,28.0739,28.0159,28.0262,28.191,28.4509,28.7873,29.4419,30.2815,31.1139,31.7393,31.8499,30.9337,29.1943,28.3991,28.343,28.4845,28.5602,28.5426,28.5327,12.533,12.0931,12.6991,13.241,-37.848,-33.5916,-23.5804,-15.1905,-8.58747,-2.66837,3.52538,7.63207,7.84271,7.63075,6.4033,13.5703,20.9716,24.0047,25.2223,25.4041,25.476,25.4529,25.4029,25.3551,25.34,25.428,25.598,25.9276,26.2572,26.3989,26.5007,26.365,25.8225,25.0937,25.0527,25.0888,24.9177,24.7633,24.9507,25.2176,19.0836,19.1776,21.3374,19.16
-25.6471,-26.5857,-26.7328,-26.8673,-27.0691,-26.2691,-24.9709,-23.905,-23.8276,-23.8502,-25.2055,-32.479,-34.5411,-34.9358,-34.6916,-34.3281,-33.8806,-33.3543,-32.7522,-32.1226,-31.4665,-30.7889,-30.0098,-29.1468,-28.0953,-26.7993,-25.7074,-24.639,-23.4733,-22.1562,-20.2233,-17.4031,-14.2034,-10.2994,-4.64772,2.85789,14.5283,13.3274,13.5015,13.915,29.0613,29.1709,29.3441,29.4644,29.5472,29.8095,30.4594,30.9333,30.9724,30.9632,31.1469,31.0517,30.3875,30.1609,30.2787,30.4411,30.6018,30.7732,30.9846,31.2122,31.5029,31.8226,32.1692,32.5673,32.9283,33.2695,33.5269,33.6116,33.5476,33.2515,32.7135,31.7404,30.4184,28.203,25.9205,22.5482,20.2934,19.9626,21.8663,19.4659
2.28592,3.75747,4.08142,4.92161,6.18851,5.66963,5.83219,5.64123,5.19414,5.1611,5.13241,11.9507,9.15146,7.59454,6.93108,5.9478,5.4361,5.33175,5.44552,5.69256,6.1764,6.75762,7.57127,9.24043,12.2299,16.2438,18.7266,19.8247,19.5646,18.681,24.0008,27.5967,28.1645,28.3157,28.2868,28.2518,12.8984,12.5144,13.0535,13.6941,-0.582636,9.65641,13.3087,14.9811,15.0761,14.5978,15.2543,15.0946,14.3962,14.3077,14.6304,19.2336,17.6976,16.225,15.7581,15.103,14.696,14.6662,14.8462,15.1542,15.6193,16.0697,16.5489,17.5655,19.0164,20.8934,22.061,22.5858,22.5301,22.3755,24.2387,24.9275,24.7729,24.5853,24.8105,25.1416,19.3223,19.5379,21.536,19.3592
